date,liquidity_deficit_surplus_bln_rub_lag_1d,liquidity_deficit_surplus_bln_rub_change_1d,liquidity_deficit_surplus_bln_rub_change_5d,cbr_liquidity_stress_mad_score,cbr_liquidity_drain_mad_score,budget_funds_total_mln_rub_lagged,budget_funds_total_mln_rub_change_lagged,budget_funds_total_mln_rub_pct_change_lagged,budget_funds_rub_mln_rub_lagged,budget_funds_rub_mln_rub_change_lagged,budget_funds_rub_mln_rub_pct_change_lagged,budget_funds_rub_share_lagged,roskazna_auction_day_flag_lag_1d,roskazna_demand_volume_mln_rub_lag_1d,roskazna_cover_ratio_lag_1d,roskazna_bidders_count_lag_1d,roskazna_first_leg_settled_volume_mln_rub,roskazna_second_leg_return_volume_mln_rub,roskazna_net_flow_by_legs_mln_rub,roskazna_first_leg_auctions_count,roskazna_second_leg_auctions_count,roskazna_net_flow_rolling_7d_mln_rub,roskazna_net_flow_rolling_14d_mln_rub,roskazna_net_flow_rolling_30d_mln_rub,roskazna_first_leg_rolling_7d_mln_rub,roskazna_first_leg_rolling_14d_mln_rub,roskazna_first_leg_rolling_30d_mln_rub,roskazna_second_leg_rolling_7d_mln_rub,roskazna_second_leg_rolling_14d_mln_rub,roskazna_second_leg_rolling_30d_mln_rub,roskazna_net_flow_stress_mad_score,Flag_Budget_Drain,days_since_last_roskazna_auction
2014-02-03,,,,,,42090.0,-5305.0,-0.111931638358,12843.0,-4593.0,-0.263420509291,0.305131860299,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-02-04,3899.1,,,,,42090.0,-5305.0,-0.111931638358,12843.0,-4593.0,-0.263420509291,0.305131860299,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-02-05,3803.9,-95.2,,,,42090.0,-5305.0,-0.111931638358,12843.0,-4593.0,-0.263420509291,0.305131860299,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-02-06,3673.8,-130.1,,,,42090.0,-5305.0,-0.111931638358,12843.0,-4593.0,-0.263420509291,0.305131860299,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-02-07,3599.4,-74.4,,,,42090.0,-5305.0,-0.111931638358,12843.0,-4593.0,-0.263420509291,0.305131860299,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-02-10,3478.1,-121.3,,,,42090.0,-5305.0,-0.111931638358,12843.0,-4593.0,-0.263420509291,0.305131860299,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-02-11,3386.7,-91.4,-512.4,,,42090.0,-5305.0,-0.111931638358,12843.0,-4593.0,-0.263420509291,0.305131860299,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-02-12,3379.7,-7.0,-424.2,,,42090.0,-5305.0,-0.111931638358,12843.0,-4593.0,-0.263420509291,0.305131860299,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-02-13,3344.1,-35.6,-329.7,,,42090.0,-5305.0,-0.111931638358,12843.0,-4593.0,-0.263420509291,0.305131860299,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-02-14,3302.2,-41.9,-297.2,,,42090.0,-5305.0,-0.111931638358,12843.0,-4593.0,-0.263420509291,0.305131860299,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-02-17,3364.4,62.2,-113.7,,,42090.0,-5305.0,-0.111931638358,12843.0,-4593.0,-0.263420509291,0.305131860299,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-02-18,3432.2,67.8,45.5,,,42090.0,-5305.0,-0.111931638358,12843.0,-4593.0,-0.263420509291,0.305131860299,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-02-19,3480.5,48.3,100.8,,,42090.0,-5305.0,-0.111931638358,12843.0,-4593.0,-0.263420509291,0.305131860299,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-02-20,3476.9,-3.6,132.8,,,42090.0,-5305.0,-0.111931638358,12843.0,-4593.0,-0.263420509291,0.305131860299,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-02-21,3523.3,46.4,221.1,,,42090.0,-5305.0,-0.111931638358,12843.0,-4593.0,-0.263420509291,0.305131860299,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-02-24,3619.5,96.2,255.1,,,42090.0,-5305.0,-0.111931638358,12843.0,-4593.0,-0.263420509291,0.305131860299,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-02-25,3521.5,-98.0,89.3,,,42090.0,-5305.0,-0.111931638358,12843.0,-4593.0,-0.263420509291,0.305131860299,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-02-26,3577.8,56.3,97.3,,,42090.0,-5305.0,-0.111931638358,12843.0,-4593.0,-0.263420509291,0.305131860299,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-02-27,3770.3,192.5,293.4,,,42090.0,-5305.0,-0.111931638358,12843.0,-4593.0,-0.263420509291,0.305131860299,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-02-28,3683.0,-87.3,159.7,,,42090.0,-5305.0,-0.111931638358,12843.0,-4593.0,-0.263420509291,0.305131860299,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-03-03,3664.8,-18.2,45.3,,,56508.0,14418.0,0.342551674982,15540.0,2697.0,0.209997664097,0.275005308983,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-03-04,3609.7,-55.1,88.2,,,56508.0,14418.0,0.342551674982,15540.0,2697.0,0.209997664097,0.275005308983,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-03-05,3535.5,-74.2,-42.3,,,56508.0,14418.0,0.342551674982,15540.0,2697.0,0.209997664097,0.275005308983,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-03-06,3828.9,293.4,58.6,,,56508.0,14418.0,0.342551674982,15540.0,2697.0,0.209997664097,0.275005308983,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-03-07,3791.1,-37.8,108.1,,,56508.0,14418.0,0.342551674982,15540.0,2697.0,0.209997664097,0.275005308983,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-03-11,3785.7,-5.4,120.9,,,56508.0,14418.0,0.342551674982,15540.0,2697.0,0.209997664097,0.275005308983,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-03-12,3769.9,-15.8,160.2,,,56508.0,14418.0,0.342551674982,15540.0,2697.0,0.209997664097,0.275005308983,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-03-13,3788.4,18.5,252.9,,,56508.0,14418.0,0.342551674982,15540.0,2697.0,0.209997664097,0.275005308983,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-03-14,3659.9,-128.5,-169.0,,,56508.0,14418.0,0.342551674982,15540.0,2697.0,0.209997664097,0.275005308983,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-03-17,3896.2,236.3,105.1,,,56508.0,14418.0,0.342551674982,15540.0,2697.0,0.209997664097,0.275005308983,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-03-18,3945.1,48.9,159.4,,,56508.0,14418.0,0.342551674982,15540.0,2697.0,0.209997664097,0.275005308983,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-03-19,4160.3,215.2,390.4,,,56508.0,14418.0,0.342551674982,15540.0,2697.0,0.209997664097,0.275005308983,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-03-20,4164.6,4.3,376.2,,,56508.0,14418.0,0.342551674982,15540.0,2697.0,0.209997664097,0.275005308983,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-03-21,4211.7,47.099999999999,551.8,,,56508.0,14418.0,0.342551674982,15540.0,2697.0,0.209997664097,0.275005308983,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-03-24,4259.0,47.3,362.8,,,56508.0,14418.0,0.342551674982,15540.0,2697.0,0.209997664097,0.275005308983,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-03-25,4240.8,-18.2,295.7,,,56508.0,14418.0,0.342551674982,15540.0,2697.0,0.209997664097,0.275005308983,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-03-26,4337.7,96.9,177.4,,,56508.0,14418.0,0.342551674982,15540.0,2697.0,0.209997664097,0.275005308983,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-03-27,4561.9,224.2,397.299999999999,,,56508.0,14418.0,0.342551674982,15540.0,2697.0,0.209997664097,0.275005308983,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-03-28,4581.3,19.400000000001,369.6,,,56508.0,14418.0,0.342551674982,15540.0,2697.0,0.209997664097,0.275005308983,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-03-31,4640.8,59.5,381.8,,,54502.0,-2006.0,-0.035499398315,16393.0,853.0,0.054890604891,0.300777953103,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-04-01,4724.3,83.5,483.5,,,54502.0,-2006.0,-0.035499398315,16393.0,853.0,0.054890604891,0.300777953103,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-04-02,4614.5,-109.8,276.8,,,54502.0,-2006.0,-0.035499398315,16393.0,853.0,0.054890604891,0.300777953103,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-04-03,4468.8,-145.7,-93.099999999999,,,54502.0,-2006.0,-0.035499398315,16393.0,853.0,0.054890604891,0.300777953103,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-04-04,4405.4,-63.400000000001,-175.900000000001,,,54502.0,-2006.0,-0.035499398315,16393.0,853.0,0.054890604891,0.300777953103,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-04-07,4353.6,-51.799999999999,-287.2,,,54502.0,-2006.0,-0.035499398315,16393.0,853.0,0.054890604891,0.300777953103,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-04-08,4328.5,-25.1,-395.8,,,54502.0,-2006.0,-0.035499398315,16393.0,853.0,0.054890604891,0.300777953103,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-04-09,4312.2,-16.3,-302.3,,,54502.0,-2006.0,-0.035499398315,16393.0,853.0,0.054890604891,0.300777953103,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-04-10,4230.5,-81.7,-238.3,,,54502.0,-2006.0,-0.035499398315,16393.0,853.0,0.054890604891,0.300777953103,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-04-11,4217.2,-13.3,-188.2,,,54502.0,-2006.0,-0.035499398315,16393.0,853.0,0.054890604891,0.300777953103,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-04-14,4258.0,40.8,-95.6,,,54502.0,-2006.0,-0.035499398315,16393.0,853.0,0.054890604891,0.300777953103,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-04-15,4259.8,1.8,-68.7,,,54502.0,-2006.0,-0.035499398315,16393.0,853.0,0.054890604891,0.300777953103,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-04-16,4320.6,60.8,8.400000000001,,,54502.0,-2006.0,-0.035499398315,16393.0,853.0,0.054890604891,0.300777953103,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-04-17,4364.4,43.799999999999,133.9,,,54502.0,-2006.0,-0.035499398315,16393.0,853.0,0.054890604891,0.300777953103,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-04-18,4277.1,-87.299999999999,59.900000000001,,,54502.0,-2006.0,-0.035499398315,16393.0,853.0,0.054890604891,0.300777953103,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-04-21,4341.3,64.2,83.3,,,54502.0,-2006.0,-0.035499398315,16393.0,853.0,0.054890604891,0.300777953103,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-04-22,4489.3,148.0,229.5,,,54502.0,-2006.0,-0.035499398315,16393.0,853.0,0.054890604891,0.300777953103,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-04-23,4672.4,183.099999999999,351.799999999999,,,54502.0,-2006.0,-0.035499398315,16393.0,853.0,0.054890604891,0.300777953103,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-04-24,4628.3,-44.099999999999,263.900000000001,,,54502.0,-2006.0,-0.035499398315,16393.0,853.0,0.054890604891,0.300777953103,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-04-25,4628.6,0.3,351.5,,,54502.0,-2006.0,-0.035499398315,16393.0,853.0,0.054890604891,0.300777953103,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-04-28,4759.8,131.2,418.5,,,54502.0,-2006.0,-0.035499398315,16393.0,853.0,0.054890604891,0.300777953103,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-04-29,5002.1,242.3,512.8,,,54502.0,-2006.0,-0.035499398315,16393.0,853.0,0.054890604891,0.300777953103,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-04-30,5057.3,55.2,384.900000000001,,,54502.0,-2006.0,-0.035499398315,16393.0,853.0,0.054890604891,0.300777953103,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-05-05,4958.5,-98.8,330.2,,,53365.0,-1137.0,-0.020861619757,15679.0,-714.0,-0.04355517599,0.293806802211,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-05-06,4929.6,-28.9,301.0,,,53365.0,-1137.0,-0.020861619757,15679.0,-714.0,-0.04355517599,0.293806802211,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-05-07,4862.2,-67.400000000001,102.4,,,53365.0,-1137.0,-0.020861619757,15679.0,-714.0,-0.04355517599,0.293806802211,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-05-08,4800.6,-61.599999999999,-201.5,,,53365.0,-1137.0,-0.020861619757,15679.0,-714.0,-0.04355517599,0.293806802211,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-05-12,4745.8,-54.8,-311.5,,,53365.0,-1137.0,-0.020861619757,15679.0,-714.0,-0.04355517599,0.293806802211,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-05-13,4682.8,-63.0,-275.7,,,53365.0,-1137.0,-0.020861619757,15679.0,-714.0,-0.04355517599,0.293806802211,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-05-14,4794.1,111.3,-135.5,,,53365.0,-1137.0,-0.020861619757,15679.0,-714.0,-0.04355517599,0.293806802211,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-05-15,4732.0,-62.1,-130.2,,,53365.0,-1137.0,-0.020861619757,15679.0,-714.0,-0.04355517599,0.293806802211,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-05-16,4757.0,25.0,-43.6,,,53365.0,-1137.0,-0.020861619757,15679.0,-714.0,-0.04355517599,0.293806802211,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-05-19,4849.6,92.6,103.8,,,53365.0,-1137.0,-0.020861619757,15679.0,-714.0,-0.04355517599,0.293806802211,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-05-20,4870.0,20.4,187.2,,,53365.0,-1137.0,-0.020861619757,15679.0,-714.0,-0.04355517599,0.293806802211,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-05-21,4882.3,12.3,88.2,,,53365.0,-1137.0,-0.020861619757,15679.0,-714.0,-0.04355517599,0.293806802211,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-05-22,4991.2,108.9,259.2,,,53365.0,-1137.0,-0.020861619757,15679.0,-714.0,-0.04355517599,0.293806802211,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-05-23,4878.4,-112.8,121.4,,,53365.0,-1137.0,-0.020861619757,15679.0,-714.0,-0.04355517599,0.293806802211,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-05-26,4738.5,-139.9,-111.1,,,53365.0,-1137.0,-0.020861619757,15679.0,-714.0,-0.04355517599,0.293806802211,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-05-27,4691.6,-46.9,-178.4,,,53365.0,-1137.0,-0.020861619757,15679.0,-714.0,-0.04355517599,0.293806802211,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-05-28,4902.7,211.099999999999,20.4,,,53365.0,-1137.0,-0.020861619757,15679.0,-714.0,-0.04355517599,0.293806802211,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-05-29,4790.7,-112.0,-200.5,,,53365.0,-1137.0,-0.020861619757,15679.0,-714.0,-0.04355517599,0.293806802211,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-05-30,4780.4,-10.3,-98.0,,,53365.0,-1137.0,-0.020861619757,15679.0,-714.0,-0.04355517599,0.293806802211,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-06-02,4726.3,-54.099999999999,-12.2,,,52348.0,-1017.0,-0.019057434648,17656.0,1977.0,0.126092225269,0.337281271491,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-06-03,4632.1,-94.2,-59.5,,,52348.0,-1017.0,-0.019057434648,17656.0,1977.0,0.126092225269,0.337281271491,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-06-04,4562.2,-69.900000000001,-340.5,,,52348.0,-1017.0,-0.019057434648,17656.0,1977.0,0.126092225269,0.337281271491,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-06-05,4482.0,-80.2,-308.7,,,52348.0,-1017.0,-0.019057434648,17656.0,1977.0,0.126092225269,0.337281271491,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-06-06,4504.9,22.9,-275.5,,,52348.0,-1017.0,-0.019057434648,17656.0,1977.0,0.126092225269,0.337281271491,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-06-09,4462.7,-42.2,-263.6,,,52348.0,-1017.0,-0.019057434648,17656.0,1977.0,0.126092225269,0.337281271491,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-06-10,4502.7,40.0,-129.400000000001,,,52348.0,-1017.0,-0.019057434648,17656.0,1977.0,0.126092225269,0.337281271491,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-06-11,4500.6,-2.099999999999,-61.599999999999,,,52348.0,-1017.0,-0.019057434648,17656.0,1977.0,0.126092225269,0.337281271491,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-06-16,4505.4,4.799999999999,23.4,,,52348.0,-1017.0,-0.019057434648,17656.0,1977.0,0.126092225269,0.337281271491,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-06-17,4553.9,48.5,49.0,,,52348.0,-1017.0,-0.019057434648,17656.0,1977.0,0.126092225269,0.337281271491,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-06-18,4737.1,183.200000000001,274.400000000001,,,52348.0,-1017.0,-0.019057434648,17656.0,1977.0,0.126092225269,0.337281271491,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-06-19,4719.0,-18.1,216.3,,,52348.0,-1017.0,-0.019057434648,17656.0,1977.0,0.126092225269,0.337281271491,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-06-20,4599.0,-120.0,98.4,,,52348.0,-1017.0,-0.019057434648,17656.0,1977.0,0.126092225269,0.337281271491,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-06-23,4688.8,89.8,183.400000000001,,,52348.0,-1017.0,-0.019057434648,17656.0,1977.0,0.126092225269,0.337281271491,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-06-24,4650.9,-37.900000000001,97.0,,,52348.0,-1017.0,-0.019057434648,17656.0,1977.0,0.126092225269,0.337281271491,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-06-25,4647.8,-3.099999999999,-89.3,,,52348.0,-1017.0,-0.019057434648,17656.0,1977.0,0.126092225269,0.337281271491,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-06-26,4512.0,-135.8,-207.0,,,52348.0,-1017.0,-0.019057434648,17656.0,1977.0,0.126092225269,0.337281271491,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-06-27,4739.2,227.2,140.2,,,52348.0,-1017.0,-0.019057434648,17656.0,1977.0,0.126092225269,0.337281271491,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-06-30,4775.1,35.900000000001,86.3,,,52348.0,-1017.0,-0.019057434648,17656.0,1977.0,0.126092225269,0.337281271491,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-07-01,4724.7,-50.400000000001,73.8,,,67528.0,15180.0,0.289982425308,19011.0,1355.0,0.076744449479,0.281527662599,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-07-02,4619.1,-105.599999999999,-28.7,,,67528.0,15180.0,0.289982425308,19011.0,1355.0,0.076744449479,0.281527662599,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-07-03,4524.5,-94.6,12.5,,,67528.0,15180.0,0.289982425308,19011.0,1355.0,0.076744449479,0.281527662599,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
2014-07-04,4528.1,3.6,-211.099999999999,,,67528.0,15180.0,0.289982425308,19011.0,1355.0,0.076744449479,0.281527662599,0,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,
